region,dp,ymv.bui,ysloot.1d,xmv.bin,xsloot.1a,xsloot.1c,xsloot.1d,xsloot.1b,xweg.1,xteen.1,xberm.1a,xberm.1b,xkruin.1,xkruin.2,xberm.2a,xberm.2b,xteen.2,xweg.2,xsloot.2,xmvb.bui,ymv.bin,ysloot.1a,ysloot.1c,ysloot.1d,ysloot.1b,yweg.1,yteen.1,yberm.1a,yberm.1b,ykruin.1,ykruin.2,yberm.2a,yberm.2b,yteen.2,yweg.2,ysloot.2
Os,966.0,0.569,-1.0,-200.66,-71.66,-70.77,-69.49,-67.53,-44.66,-16.928,-3.59,-3.59,-3.59,-0.386,4.805,8.545,27.496,54.34,68.34,129.34,-0.404,-0.404,-1.0,-1.0,0.307,1.38,1.79,6.99,6.99,6.99,6.95,5.2,5.05,0.21,0.971,0.77
Os,967.0,0.624,-1.0,-199.0,-54.0,-53.01,-52.2,-51.0,-51.0,-20.696,-6.374,-6.374,-6.374,0.244,4.101,11.935,28.582,57.0,151.0,151.0,-0.409,-0.342,-1.0,-1.0,-0.201,-0.201,1.94,7.04,7.04,7.04,6.84,5.44,5.01,0.38,0.998,0.624
Os,968.0,0.845,-0.6,-201.0,-47.0,-46.48,-46.27,-46.0,-24.0,-17.115,-3.076,-3.076,-3.076,-0.1,6.149,10.713,27.327,32.33,32.33,143.0,0.145,0.263,-0.6,-0.6,-0.146,1.806,1.81,7.23,7.23,7.23,7.23,5.3,5.03,0.37,0.961,0.961
Os,969.0,0.839,-0.6,-200.45,-31.24,-29.95,-28.59,-27.45,-24.45,-16.155,-3.451,-3.451,-3.451,-0.134,6.12,10.843,27.545,35.55,35.55,180.55,0.168,0.26,-0.6,-0.6,0.159,1.575,1.96,7.28,7.28,7.28,7.34,5.26,5.05,0.36,1.035,1.035
Os,970.0,0.804,-0.6,-200.72,-29.72,-28.56,-25.22,-21.72,-21.72,-16.259,-2.894,-2.894,-2.894,0.055,6.021,10.878,27.561,34.28,34.28,220.28,-0.045,0.173,-0.6,-0.6,1.735,1.735,1.98,7.4,7.4,7.4,7.43,5.34,5.02,0.4,1.105,1.105
Os,971.0,0.706,-0.6,-200.95,-29.95,-28.4,-25.47,-21.95,-21.95,-16.657,-3.123,-3.123,-3.123,-0.04,5.937,10.96,27.549,28.05,28.05,267.05,0.365,0.432,-0.6,-0.6,1.744,1.744,1.95,7.5,7.5,7.5,7.45,5.37,5.01,0.39,1.38,1.38
Os,972.0,0.665,-0.6,-162.0,-58.0,-56.26,-53.43,-50.0,-33.0,-14.68,-3.217,-3.217,-3.217,-0.314,3.667,9.796,34.653,52.0,52.0,283.0,0.559,0.559,-0.6,-0.6,1.685,2.074,2.98,7.71,7.71,7.71,7.68,6.34,6.08,0.44,1.281,1.281
Os,973.0,0.627,-0.71,-63.81,-53.81,-51.92,-51.59,-48.81,-48.81,-15.723,-2.983,-2.983,-2.983,-0.339,4.858,10.342,35.09,37.19,104.19,267.19,0.515,0.639,-0.71,-0.71,1.275,1.275,2.56,7.51,7.51,7.51,7.52,5.95,5.83,0.48,1.34,1.049
Os,974.0,0.551,-0.71,-59.52,-33.52,-31.66,-29.03,-26.52,-26.52,-18.96,-2.595,-2.595,-2.595,-0.142,7.795,13.102,29.636,45.48,45.48,208.48,0.426,0.532,-0.71,-0.71,0.961,0.961,1.57,7.88,7.88,7.88,7.97,5.25,5.02,0.45,0.985,0.985
Os,975.0,0.374,-0.71,-200.85,-27.85,-27.33,-26.71,-24.85,-22.85,-17.746,-1.439,-1.439,-1.439,0.828,9.104,13.945,32.947,99.15,99.15,99.15,-0.36,-0.36,-0.71,-0.71,0.533,1.104,1.54,7.97,7.97,7.97,8.06,5.23,5.0,-0.17,0.374,0.374
Os,976.0,0.326,-0.71,-201.0,-28.0,-27.52,-27.32,-25.0,-25.0,-19.441,-2.784,-2.784,-2.784,0.277,8.146,14.084,32.773,63.0,63.0,84.0,-0.353,-0.353,-0.71,-0.71,1.006,1.006,1.43,7.86,7.86,7.86,7.85,5.3,5.02,-0.32,0.324,0.324
Os,977.0,0.246,-1.32,-82.0,-32.0,-30.13,-29.81,-28.0,-25.0,-19.753,-4.202,-4.202,-4.202,0.77,8.17,13.781,32.452,76.0,84.0,84.0,0.018,0.064,-1.32,-1.32,0.022,0.966,1.41,7.93,7.93,7.93,8.02,5.33,5.02,-0.28,0.204,0.246
Os,978.0,0.155,-1.32,-86.0,-38.0,-35.86,-28.59,-25.0,-20.58,-20.58,-3.107,-3.107,-3.107,-0.736,4.224,7.592,31.498,65.0,84.0,84.0,0.109,0.109,-1.32,-1.32,1.072,1.322,1.21,7.98,7.98,7.98,7.94,5.7,5.66,-0.28,0.168,0.155
Os,979.0,0.092,-1.32,-149.0,-31.0,-29.04,-28.83,-26.0,-26.0,-20.805,-6.242,-6.242,-6.242,-0.327,6.043,12.44,31.105,75.0,75.0,84.0,-0.018,0.032,-1.32,-1.32,0.632,0.632,1.11,7.89,7.89,7.89,7.84,5.25,4.97,-0.31,0.056,0.056
Os,980.0,0.019,-1.32,-161.0,-40.0,-37.95,-35.14,-32.0,-23.0,-20.974,-18.51,-15.246,-4.77,0.396,5.783,12.323,30.959,84.0,84.0,84.0,-0.092,0.046,-1.32,-1.32,0.77,0.995,1.07,3.29,3.28,7.73,7.71,5.34,4.97,-0.3,0.019,0.019
Os,981.0,-0.06,-1.08,-200.84,-31.84,-29.85,-28.55,-25.84,-20.67,-20.669,-4.05,-4.05,-4.05,-0.539,6.186,12.641,31.465,73.16,84.16,84.16,-0.096,0.245,-1.08,-1.08,0.724,1.203,1.22,7.81,7.81,7.81,7.99,5.27,5.02,-0.24,-0.088,-0.06
Os,982.0,-0.258,-1.08,-201.0,-32.56,-30.65,-28.74,-26.0,-26.0,-21.793,-4.415,-4.415,-4.415,-1.0,6.896,12.92,33.506,84.0,84.0,84.0,-0.223,0.196,-1.08,-1.08,0.749,0.749,1.04,7.87,7.87,7.87,8.03,5.17,4.96,-0.83,-0.258,-0.258
Os,983.0,-0.397,-1.08,-96.0,-31.64,-29.97,-26.89,-24.0,-24.0,-20.861,-3.68,-3.68,-3.68,-0.65,8.671,14.501,34.97,85.0,85.0,85.0,0.036,0.036,-1.08,-1.08,0.848,0.848,1.11,7.95,7.95,7.95,8.1,5.19,4.95,-0.77,-0.397,-0.397
Os,984.0,-0.58,-1.08,-87.0,-32.0,-29.77,-28.3,-25.0,-25.0,-19.263,-3.662,-3.662,-3.662,-0.433,8.191,14.159,34.827,115.0,115.0,115.0,0.106,0.404,-1.08,-1.08,1.122,1.122,1.51,7.96,7.96,7.96,8.09,5.18,4.89,-0.79,-0.58,-0.58
Os,985.0,-0.734,-1.08,-86.74,-31.74,-29.77,-28.59,-25.74,-25.74,-19.567,-3.818,-3.818,-3.818,-0.193,6.552,11.949,32.721,239.26,239.26,239.26,0.105,0.236,-1.08,-1.08,0.817,0.817,1.61,7.35,7.35,7.35,7.43,5.03,4.82,-0.78,-0.734,-0.734
Os,986.0,-0.791,-0.85,-61.99,-27.35,-25.16,-24.74,-21.99,-21.99,-16.779,-4.386,-4.386,-4.386,-0.601,5.857,10.991,27.85,50.01,200.01,313.01,0.554,0.608,-0.85,-0.85,0.98,0.98,1.52,6.54,6.54,6.54,6.55,4.49,4.35,-0.35,0.385,-0.149
Os,987.0,-0.843,-0.77,-200.61,-33.5,-30.85,-30.03,-26.61,-26.61,-23.18,-13.296,-6.807,-3.26,-0.363,2.879,7.79,29.56,114.39,178.39,428.39,0.998,0.998,-0.77,-0.77,1.507,1.507,1.63,5.21,5.37,6.45,6.47,5.68,5.53,0.39,1.22,-0.01
Os,988.0,-0.903,-0.99,-200.0,-200.0,-198.5,-29.5,-28.0,-28.0,-16.562,-4.8,-4.8,-4.8,-1.135,6.097,10.602,22.767,38.0,176.0,428.0,0.014,0.014,-0.99,-0.99,0.014,0.014,1.74,6.73,6.73,6.73,6.81,3.91,3.7,0.36,1.702,-0.035
Os,989.0,-0.93,-1.27,-64.73,-27.73,-25.62,-25.26,-22.73,-22.73,-18.966,-13.194,-11.093,-3.188,0.178,8.601,13.431,25.66,63.27,228.27,446.27,0.363,0.416,-1.27,-1.27,0.753,0.753,1.35,4.12,4.29,6.56,6.52,3.96,3.78,0.34,1.651,0.183
Os,990.0,-0.931,-0.4,-162.94,-28.6,-28.3,-28.01,-27.94,-20.94,-15.506,-3.021,-3.021,-3.021,-0.702,8.768,13.367,27.756,49.06,95.06,372.06,-0.11,-0.026,-0.4,-0.4,-0.311,1.432,1.47,6.48,6.48,6.48,6.57,3.98,3.75,-0.38,1.283,0.015
Os,991.0,-1.167,-0.4,-194.47,-30.47,-29.28,-22.96,-21.47,-21.47,-14.469,-2.381,-2.381,-2.381,-0.563,6.464,12.39,27.099,69.53,98.53,388.53,-0.358,0.396,-0.4,-0.4,0.596,0.596,1.41,6.73,6.73,6.73,6.74,4.01,3.78,-0.41,-0.134,0.002
Os,992.0,-1.179,-0.97,-194.49,-34.49,-32.93,-25.99,-24.49,-19.49,-14.151,-2.211,-2.211,-2.211,-0.616,6.468,12.385,27.108,48.51,92.51,458.51,0.066,0.066,-0.97,-0.97,0.026,0.724,1.57,6.9,6.9,6.9,6.82,4.09,3.81,-0.4,0.647,0.043
Os,993.0,-1.229,-1.3,-200.04,-73.04,-71.33,-71.03,-69.04,-60.04,-22.446,-10.955,-7.614,-3.067,-0.299,3.517,7.032,31.441,80.96,149.96,474.96,-0.347,-0.158,-1.3,-1.3,0.028,-0.24,1.98,5.7,5.75,7.72,7.59,5.92,5.78,-0.66,0.21,-0.21
Os,994.0,-1.288,-0.77,-138.24,-58.24,-58.19,-45.05,-44.24,-41.24,-21.346,-7.913,-7.913,-7.913,-0.049,7.861,10.973,32.06,81.76,81.76,403.76,-0.987,-0.735,-0.77,-0.77,-0.232,0.972,1.77,7.7,7.7,7.7,7.79,5.12,5.01,-1.32,-0.318,-0.318
Os,995.0,-1.204,-0.77,-202.56,-52.88,-52.32,-51.26,-49.56,-46.56,-21.628,-8.724,-8.724,-8.724,-1.068,5.92,12.948,35.792,37.44,308.44,308.44,-1.172,-0.396,-0.77,-0.77,0.365,0.997,1.8,7.46,7.46,7.46,7.63,5.38,5.03,-1.18,-0.593,-1.204
Os,996.0,-1.517,-1.5,-109.9,-48.9,-48.43,-44.75,-42.9,-41.9,-21.793,-7.665,-7.665,-7.665,0.286,6.282,11.767,35.558,37.1,37.1,233.1,-1.189,-1.189,-1.5,-1.5,-0.267,0.499,1.7,7.59,7.59,7.59,7.64,5.27,4.98,-1.28,-0.908,-0.908
Os,997.0,-1.592,-1.5,-113.72,-41.34,-41.03,-36.91,-34.72,-34.72,-26.334,-7.494,-7.494,-7.494,-0.043,6.637,12.101,35.426,43.28,43.28,167.28,-1.292,-1.292,-1.5,-1.5,-0.041,-0.041,0.37,7.58,7.58,7.58,7.71,5.3,4.99,-1.31,-1.001,-1.001
Os,998.0,-1.618,-2.2,-200.4,-58.4,-56.53,-54.9,-53.4,-34.4,-22.932,-9.215,-9.215,-9.215,0.651,18.47,56.692,78.111,79.6,114.6,114.6,-0.951,-0.951,-2.2,-2.2,-1.2,-1.064,0.18,5.57,5.57,5.57,5.88,4.33,4.64,-0.79,-1.192,-1.618
Os,999.0,-1.611,-2.2,-200.76,-58.76,-56.87,-56.56,-54.76,-35.76,-25.805,-19.032,-17.635,-3.966,0.255,6.699,14.967,27.704,32.89,114.24,159.24,-0.939,-0.939,-2.2,-2.2,-1.0,-0.852,-0.42,-0.09,0.0,5.74,5.85,4.09,3.45,-0.07,0.06,0.078
Os,1000.0,-1.637,-1.59,-37.65,-28.65,-26.95,-23.15,-21.65,-21.65,-18.573,-3.968,-3.968,-3.968,0.304,6.546,11.352,25.508,33.35,219.35,235.35,-0.592,-0.461,-1.59,-1.59,-0.592,-0.592,-0.51,5.72,5.72,5.72,5.72,4.0,3.61,-0.97,-0.245,-0.771
Os,1001.0,-1.659,-1.57,-40.41,-29.41,-27.74,-26.91,-25.41,-25.41,-18.469,-3.425,-3.425,-3.425,0.454,8.284,11.302,25.454,108.59,177.59,207.59,-0.587,-0.454,-1.57,-1.57,-0.568,-0.568,-0.46,5.78,5.78,5.78,5.93,3.76,3.6,-0.97,-0.896,-0.758
Os,1002.0,-1.732,-1.55,-53.77,-28.77,-27.27,-26.4,-24.77,-24.77,-18.41,-3.399,-3.399,-3.399,0.494,7.462,11.757,25.939,43.23,43.23,126.23,-0.929,-0.549,-1.55,-1.55,-0.461,-0.461,-0.41,5.77,5.77,5.77,5.87,3.94,3.59,-0.96,-1.164,-1.164
Os,1003.0,-1.713,-2.35,-185.65,-33.65,-31.22,-29.67,-26.65,-26.65,-16.796,-3.886,-3.886,-3.886,-0.058,7.732,12.852,26.999,39.35,94.35,94.35,-0.729,-0.729,-2.35,-2.35,-0.336,-0.336,0.38,5.88,5.88,5.88,5.92,3.96,3.61,-0.99,-1.322,-1.713
Os,1004.0,-1.673,-2.35,-200.17,-35.17,-32.6,-28.44,-25.17,-19.17,-13.783,-4.148,-4.148,-4.148,0.405,8.792,13.857,28.006,57.83,57.83,78.83,-0.639,-0.639,-2.35,-2.35,-0.168,2.001,2.16,6.45,6.45,6.45,6.44,3.97,3.62,-1.0,-1.547,-1.547
Os,1005.0,-1.526,-2.35,-200.07,-34.07,-31.48,-31.06,-28.07,-20.07,-13.949,-4.155,-4.155,-4.155,0.385,10.375,13.429,27.594,38.93,38.93,38.93,-0.621,-0.621,-2.35,-2.35,-0.358,1.879,2.14,6.54,6.54,6.54,6.46,3.76,3.61,-1.02,-1.526,-1.526
Os,1006.0,-1.663,-2.35,-200.11,-35.11,-32.08,-31.75,-29.11,-25.11,-25.11,-19.11,-14.11,-4.815,0.072,10.184,12.986,27.168,52.89,52.89,52.89,-0.29,-0.187,-2.35,-2.35,-0.465,-0.01,-0.01,2.118,2.309,6.56,6.62,3.77,3.62,-0.96,-1.663,-1.663
Os,1007.0,-1.628,-2.35,-200.29,-34.29,-31.85,-31.62,-29.29,-24.29,-24.29,-21.29,-14.29,-4.78,-0.174,9.97,12.983,27.181,33.71,33.71,35.71,-0.546,-0.546,-2.35,-2.35,-0.621,0.117,0.117,1.793,2.263,6.58,6.6,3.81,3.63,-0.99,-1.316,-1.316
Os,1008.0,-1.58,-2.35,-191.48,-34.24,-31.68,-31.43,-28.48,-24.48,-24.48,-20.48,-13.48,-4.876,0.35,10.193,13.077,27.24,35.52,35.52,36.52,-0.52,-0.52,-2.35,-2.35,-0.246,0.268,0.268,2.034,2.471,6.57,6.63,3.78,3.61,-0.99,-1.408,-1.408
Os,1009.0,-1.748,-2.35,-189.48,-33.48,-30.78,-30.4,-27.48,-23.48,-23.48,-19.48,-13.48,-4.17,1.094,10.646,13.651,27.799,46.52,46.52,46.52,-0.425,-0.425,-2.35,-2.35,-0.263,0.146,0.146,1.88,2.101,6.48,6.55,3.8,3.63,-0.98,-1.748,-1.748
Os,1010.0,-1.651,-2.35,-189.67,-34.65,-32.05,-32.0,-28.67,-24.67,-24.67,-19.67,-13.53,-4.45,1.33,10.33,16.33,30.553,32.33,57.33,84.33,-0.618,-0.618,-2.35,-2.35,-0.132,0.271,0.271,2.223,2.257,6.477,6.513,4.054,3.798,-0.94,-0.426,-1.549
Os,1011.0,-1.651,-1.71,-109.77,-101.77,-99.9,-94.27,-92.77,-50.77,-23.77,-20.77,-11.96,-3.265,0.123,6.471,19.991,36.618,58.23,81.23,81.23,-1.403,-0.468,-1.71,-1.71,-0.713,1.113,3.004,3.927,3.949,7.27,7.22,5.19,3.8,-1.02,-1.564,-1.651
Os,1012.0,-1.61,-1.8,-233.93,-225.93,-224.23,-220.43,-218.93,-20.93,-15.292,-15.292,-11.42,-3.761,-0.415,7.986,12.653,30.006,34.07,34.07,35.07,-1.326,-0.663,-1.8,-1.8,-0.796,3.298,3.7,3.7,3.86,7.0,7.09,4.34,4.04,-0.96,-1.637,-1.637
Os,1013.0,-1.469,-1.99,-230.0,-223.0,-221.5,-216.9,-215.0,-215.0,-14.585,-14.585,-12.003,-4.056,-0.6,6.204,10.34,26.325,29.0,29.0,29.0,-1.154,-0.99,-1.99,-1.99,-0.721,-0.721,3.0,3.0,3.22,6.33,6.26,4.02,3.8,-1.67,-1.469,-1.469
Os,1014.0,-1.542,-1.9,-218.17,-211.17,-209.67,-205.94,-204.17,-204.17,-16.394,-16.394,-12.414,-4.275,-0.639,6.796,10.68,27.512,30.83,30.83,30.83,-1.334,-0.903,-1.9,-1.9,-0.722,-0.722,2.93,2.93,3.01,6.09,5.99,3.97,3.76,-1.66,-1.542,-1.542
Os,1015.0,-1.55,-1.76,-204.33,-198.33,-196.61,-192.83,-191.33,-191.33,-16.293,-16.293,-11.409,-3.28,-0.061,7.264,12.766,30.805,33.67,33.67,33.67,-1.192,-0.612,-1.76,-1.76,-0.756,-0.756,2.77,2.77,3.16,6.07,6.12,3.99,3.81,-1.87,-1.55,-1.55
Os,1016.0,-1.51,-1.8,-192.83,-185.83,-183.85,-180.33,-178.83,-178.83,-15.976,-13.694,-11.535,-2.872,0.05,7.551,13.218,31.308,35.17,35.17,35.17,-1.146,-0.478,-1.8,-1.8,-0.797,-0.797,2.88,3.05,3.05,6.18,6.25,4.0,3.75,-1.87,-1.51,-1.51
Os,1017.0,-0.556,-2.1,-176.87,-170.87,-168.4,-165.37,-163.87,-18.87,-15.8,-14.076,-11.698,-3.152,-0.779,6.283,12.644,25.411,29.13,29.13,29.13,-1.264,-0.451,-2.1,-2.1,-1.097,1.933,2.73,2.82,3.11,6.21,6.26,4.01,3.76,-0.5,-0.556,-0.556
Os,1018.0,-1.629,-2.11,-122.4,-115.4,-113.5,-106.9,-105.4,-16.4,-14.722,-14.722,-11.094,-3.105,-0.106,7.139,13.984,29.127,51.6,51.6,51.6,-1.402,-0.848,-2.11,-2.11,-1.114,2.561,2.94,2.94,3.02,6.28,6.35,4.08,3.81,-1.1,-1.629,-1.629
Os,1019.0,-1.59,-2.87,-180.82,-121.82,-120.32,-50.42,-48.82,-48.82,-44.277,-39.115,-21.94,-3.883,-0.337,8.87,14.23,32.296,34.18,34.18,40.18,-1.868,-1.868,-2.87,-2.87,-1.799,-1.799,-0.58,0.17,0.68,6.51,6.57,4.02,3.79,-1.57,-1.361,-1.361
Os,1020.0,-1.53,-2.88,-236.27,-175.27,-173.77,-52.38,-50.27,-50.27,-47.222,-41.631,-23.191,-4.169,-0.51,9.162,14.889,33.418,35.73,35.73,35.73,-1.877,-1.877,-2.88,-2.88,-1.472,-1.472,-0.58,0.15,0.6,6.38,6.62,4.1,3.77,-1.38,-1.53,-1.53
Os,1021.0,-1.58,-2.86,-226.0,-164.0,-162.5,-50.54,-49.0,-49.0,-44.097,-38.695,-21.37,-2.81,-0.442,5.939,10.151,29.733,31.0,31.0,31.0,-1.856,-1.856,-2.86,-2.86,-1.829,-1.829,-0.5,0.03,0.42,6.14,6.09,3.94,3.76,-1.9,-1.58,-1.58
Os,1022.0,-1.58,-2.71,-213.0,-154.0,-151.9,-49.5,-48.0,-48.0,-44.78,-37.909,-17.663,-2.695,-0.211,6.668,10.418,30.029,32.0,32.0,32.0,-1.626,-1.312,-2.71,-2.71,-1.712,-1.712,-0.72,0.35,0.82,6.24,6.17,3.91,3.75,-1.87,-1.58,-1.58
Os,1023.0,-1.676,-2.88,-200.0,-139.0,-137.5,-50.56,-49.0,-49.0,-44.869,-39.695,-20.487,-2.972,-0.003,6.646,10.547,29.7,33.0,33.0,33.0,-1.878,-1.878,-2.88,-2.88,-1.84,-1.84,-0.58,0.31,0.67,6.17,6.18,3.93,3.76,-1.77,-1.676,-1.676
Os,1024.0,-1.538,-2.68,-195.0,-128.0,-126.35,-50.5,-49.0,-49.0,-44.937,-39.754,-17.62,-2.439,0.159,6.684,10.285,28.827,34.0,34.0,34.0,-1.579,-1.579,-2.68,-2.68,-1.679,-1.679,-0.77,0.13,0.79,6.11,6.09,3.89,3.75,-1.69,-1.538,-1.538
Os,1025.0,-1.6,-2.69,-207.0,-135.0,-133.05,-57.5,-56.0,-56.0,-53.826,-47.448,-18.866,-3.258,0.114,6.484,10.54,29.332,33.0,33.0,33.0,-1.539,-1.387,-2.69,-2.69,-1.689,-1.689,-1.23,-0.02,0.6,5.98,6.0,4.02,3.82,-1.69,-1.6,-1.6
Os,1026.1,-1.552,-2.84,-189.55,-68.55,-67.05,-27.23,-25.55,-25.55,-13.098,-12.412,-11.134,-1.222,-0.382,5.308,9.781,23.637,23.64,41.45,41.45,-1.858,-1.841,-2.84,-2.84,-1.722,-1.722,0.62,0.71,0.85,5.93,5.38,3.96,3.76,-0.05,-0.733,-1.552
Os,1027.0,-1.593,-2.86,-215.0,-144.0,-142.5,-36.88,-35.0,-30.0,-16.603,-11.5,-8.675,-1.28,0.503,4.921,10.384,28.779,32.0,32.0,32.0,-1.856,-1.856,-2.86,-2.86,-1.604,-1.26,-1.13,1.62,1.86,5.98,5.22,3.96,3.75,-1.7,-1.593,-1.593
Os,1028.0,-1.616,-3.2,-166.0,-70.0,-67.28,-45.28,-42.0,-32.0,-19.737,-14.207,-8.339,-3.669,0.199,6.229,11.133,29.543,33.0,33.0,33.0,-1.537,-1.386,-3.2,-3.2,-1.016,2.161,2.17,3.69,3.98,5.86,6.05,3.99,3.75,-1.75,-1.616,-1.616
Os,1029.0,-1.54,-3.2,-200.0,-132.0,-128.64,-55.35,-53.0,-29.0,-29.0,-25.0,-15.0,-2.182,0.848,5.891,17.65,36.887,40.0,41.0,41.0,-1.154,-0.962,-3.2,-3.2,-1.632,-0.592,-0.592,0.432,0.914,6.26,6.24,4.44,3.75,-1.7,-1.517,-1.54
Os,1030.0,-1.638,-3.2,-197.0,-134.0,-131.38,-75.36,-73.0,-55.0,-15.467,-2.252,-2.252,-2.252,0.985,7.069,17.841,37.716,40.0,40.0,40.0,-1.453,-1.453,-3.2,-3.2,-1.627,-0.717,0.83,6.23,6.23,6.23,6.29,4.11,3.78,-1.7,-1.638,-1.638
Os,1031.0,-1.532,-3.2,-200.88,-135.88,-133.39,-61.05,-58.88,-21.88,-15.88,-1.826,-1.826,-1.826,1.448,8.306,13.845,33.213,36.12,36.12,36.12,-1.539,-1.539,-3.2,-3.2,-1.754,0.594,0.62,6.23,6.23,6.23,6.25,3.94,3.74,-1.53,-1.532,-1.532
Os,1032.0,-1.157,-3.2,-190.74,-64.74,-62.23,-48.22,-45.74,-27.74,-15.438,-2.415,-2.415,-2.415,0.659,7.599,11.557,27.122,31.26,31.26,31.26,-1.63,-1.526,-3.2,-3.2,-1.55,-0.342,0.86,6.19,6.19,6.19,6.23,4.02,3.73,-1.15,-1.157,-1.157
Os,1033.0,-1.55,-3.2,-200.26,-63.26,-60.94,-47.74,-45.26,-29.26,-29.26,-24.26,-15.26,-2.523,0.561,7.777,11.544,27.269,32.74,32.74,34.74,-1.652,-1.652,-3.2,-3.2,-1.544,-0.798,-0.798,0.664,0.805,6.26,6.29,3.95,3.73,-1.05,-1.343,-1.343
Os,1034.0,-1.6,-3.2,-81.79,-60.79,-58.44,-51.34,-48.79,-29.79,-29.79,-24.79,-15.64,-2.409,0.581,7.475,11.299,26.985,32.21,32.21,33.21,-1.684,-1.635,-3.2,-3.2,-1.501,-0.885,-0.885,0.432,0.715,6.27,6.27,3.94,3.7,-0.97,-1.333,-1.333
Os,1035.0,-1.506,-3.2,-200.41,-60.41,-57.25,-42.45,-39.41,-29.41,-29.41,-24.41,-16.41,-3.295,-0.288,6.032,9.92,27.682,28.59,31.59,32.68,-1.616,-1.096,-3.2,-3.2,-1.171,-0.482,-0.482,0.671,0.774,6.25,6.26,3.98,3.76,-1.49,-0.972,-1.608
Os,1036.0,-1.608,-3.2,-200.77,-57.77,-54.65,-34.24,-30.77,-30.77,-30.77,-24.77,-15.77,-2.941,0.347,5.74,9.729,27.255,30.23,30.23,32.26,-1.523,-1.119,-3.2,-3.2,-0.884,-0.884,-0.884,0.683,0.723,6.28,6.26,4.05,3.81,-1.45,-1.31,-1.31
Os,1037.0,-1.622,-3.2,-200.23,-53.23,-50.64,-42.92,-40.23,-28.23,-28.23,-24.23,-14.23,-1.797,1.302,7.211,10.796,27.837,32.84,32.84,32.84,-1.611,-1.476,-3.2,-3.2,-1.409,-0.605,-0.605,0.473,0.796,6.25,6.27,3.96,3.78,-1.41,-1.622,-1.622
Os,1038.0,-1.513,-3.2,-200.09,-61.09,-57.59,-56.83,-54.09,-30.09,-30.09,-25.09,-16.09,-2.738,0.413,6.294,9.971,27.592,32.91,32.91,32.91,-1.618,-0.868,-3.2,-3.2,-1.374,-0.908,-0.908,0.622,0.766,6.24,6.27,3.95,3.75,-1.71,-1.513,-1.513
Os,1039.0,-1.527,-3.2,-200.29,-58.29,-55.64,-54.46,-51.29,-44.29,-28.29,-24.29,-15.29,-2.218,0.822,6.916,10.637,27.984,33.71,33.71,33.71,-1.656,-1.43,-3.2,-3.2,-1.085,-1.08,-0.565,0.712,0.783,6.24,6.29,3.96,3.7,-1.5,-1.527,-1.527
Os,1040.0,-1.503,-3.2,-200.94,-58.94,-54.99,-54.18,-50.94,-29.94,-29.94,-25.94,-14.94,-2.203,0.861,6.788,10.565,27.801,34.06,34.06,34.06,-1.092,-0.566,-3.2,-3.2,-1.04,-0.523,-0.523,0.567,1.014,6.26,6.28,3.97,3.76,-1.4,-1.503,-1.503
Os,1041.0,-1.254,-3.2,-155.57,-57.57,-53.43,-50.86,-47.57,-35.57,-28.57,-24.57,-15.57,-2.242,0.849,6.688,10.551,27.523,33.43,33.43,33.43,-0.753,-0.439,-3.2,-3.2,-1.006,-0.944,-0.537,0.753,0.885,6.26,6.24,3.95,3.74,-1.37,-1.254,-1.254
Os,1042.0,-1.64,-3.2,-94.79,-56.79,-52.71,-52.0,-48.79,-48.79,-27.79,-23.79,-15.79,-2.44,0.776,6.634,10.492,27.206,32.21,33.21,34.21,-1.041,-0.481,-3.2,-3.2,-1.062,-1.062,0.033,0.734,0.851,6.23,6.26,3.98,3.73,-1.25,-1.04,-1.57
Os,1043.0,-1.656,-3.2,-131.91,-42.91,-38.72,-37.97,-32.91,-32.91,-30.617,-21.76,-10.795,-2.903,-0.025,3.977,18.875,36.52,48.09,48.09,67.09,-0.41,-0.41,-3.2,-3.2,0.171,0.171,-0.02,3.59,3.86,6.21,6.28,5.13,4.08,-0.8,-1.012,-1.012
Os,1044.0,-1.602,-3.25,-200.32,-62.32,-58.14,-36.5,-35.32,-31.32,-24.32,-22.32,-15.09,-2.523,0.142,7.514,14.113,31.806,39.68,39.68,63.68,-0.463,-0.463,-3.25,-3.25,-2.463,-0.171,0.439,1.447,1.8,6.92,6.94,4.38,4.11,-0.8,-0.936,-0.936
Os,1045.0,-1.52,-3.25,-200.37,-72.37,-68.29,-40.91,-39.37,-33.37,-24.37,-22.37,-16.07,-4.368,0.235,7.557,11.931,29.462,33.63,34.46,35.63,-0.611,-0.527,-3.25,-3.25,-2.226,-0.084,0.553,1.23,1.375,6.89,6.87,4.38,4.08,-0.8,-0.657,-1.42
Os,1046.0,-1.706,-3.25,-200.79,-69.79,-66.87,-40.3,-37.79,-32.79,-23.79,-22.79,-14.79,-3.473,0.142,7.878,12.04,29.586,38.21,38.21,38.21,-1.896,-1.302,-3.25,-3.25,-1.579,-0.084,0.421,0.97,1.449,6.93,6.91,4.36,4.1,-0.8,-1.706,-1.706
Os,1047.0,-1.64,-3.25,-200.83,-50.4,-48.11,-38.15,-35.83,-30.83,-23.83,-21.83,-14.83,-2.486,-0.092,8.051,12.578,29.622,38.17,39.62,39.62,-1.722,-1.722,-3.25,-3.25,-1.704,-0.045,0.283,1.401,1.838,6.83,6.85,4.31,4.1,-0.8,-1.64,-1.64
